GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
43.9393160385,80.9912399366,43.9404246344,80.9938309505,43.946668,81.000241,新疆维吾尔自治区伊犁哈萨克自治州霍城县学府西路,-,新疆维吾尔自治区 第四师
43.9155017096,87.5362930855,43.9167306677,87.5392488798,43.922463,87.545864,新疆维吾尔自治区乌鲁木齐市新市区百园路,-,新疆维吾尔自治区 第五师
43.8374134738,87.5719608285,43.8386324732,87.5748307921,43.84468,87.581329,新疆维吾尔自治区乌鲁木齐市新市区北京南路83,-,新疆维吾尔自治区 第六师
44.4401227373,84.8718414605,44.4409308847,84.8742232621,44.446907,84.880755,新疆维吾尔自治区伊犁哈萨克自治州奎屯市,-,新疆维吾尔自治区 第七师
44.891193853,82.1478859596,44.892197174,82.1511153393,44.898009,82.157724,新疆维吾尔自治区博尔塔拉蒙古自治州博乐市和平路,-,新疆维吾尔自治区 第八师
44.4144107051,84.908324513,44.4152077713,84.9106848569,44.421013,84.917306,新疆维吾尔自治区伊犁哈萨克自治州奎屯市阿克苏东路26号,-,新疆维吾尔自治区 第九师
40.6683269627,81.2804676645,40.6689536459,81.2832517975,40.674803,81.289822,新疆维吾尔自治区阿拉尔市阿拉尔市,-,新疆维吾尔自治区 第十师
43.8100661188,87.6074744882,43.8112777844,87.6103176298,43.817493,87.616731,新疆维吾尔自治区乌鲁木齐市水磨沟区新兴街112号,-,新疆维吾尔自治区 第十一师
43.9146383093,87.5338483817,43.9158943197,87.5368363625,43.921639,87.543446,新疆维吾尔自治区乌鲁木齐市新市区,-,新疆维吾尔自治区 第十二师
43.5534312519,81.9769787962,43.5547259378,81.979902404,43.560823,81.98636,新疆维吾尔自治区伊犁哈萨克自治州巩留县S316,-,新疆维吾尔自治区 第十三师
37.0961396067,79.9155964423,37.0957801582,79.917506175,37.102005,79.92392,新疆维吾尔自治区和田地区和田市,-,新疆维吾尔自治区 第十四师
39.9271935003,116.4097443661,39.9285964258,116.4159885487,39.934828,116.422397,北京市东城区育群胡同3号,-,北京市 东城区
39.9108221644,116.3597925032,39.9121800329,116.3659830416,39.918125,116.372514,北京市西城区二龙路甲27号,-,北京市 西城区
31.233442223,121.4804988684,31.2315020754,121.485010344,31.237247,121.491589,上海市黄浦区延安东路300号东6楼,-,上海市 黄浦区
31.2093672366,121.4701697198,31.2074402375,121.4747133819,31.213348,121.481238,上海市黄浦区蒙自西路72号,-,上海市 卢湾区
39.1162637112,117.2087193555,39.1172793409,117.2150118178,39.12339,117.221467,天津市和平区浙江路13号,-,天津市 和平区
39.1272617435,117.2457120545,39.1282480965,117.2519776948,39.134487,117.258414,天津市河东区泰兴南路32号,-,天津市 河东区
30.8101942364,108.404393632,30.8079412205,108.4089909383,30.813622,108.415558,重庆市万州区,-,重庆市 万州区
29.7054412814,107.3853791584,29.7029671952,107.3900086512,29.709277,107.396421,重庆市涪陵区兴华中路66号,-,重庆市 涪陵区
38.0417774681,114.5089942984,38.0424323266,114.515007811,38.048312,114.521529,河北省石家庄市长安区中山东路216号,-,河北省 石家庄市
40.7662133244,114.8798800167,40.767501373,114.8860008177,40.773238,114.892574,河北省张家口市桥东区长城西大街,-,河北省 张家口市
40.9499365609,117.9566684804,40.9514923752,117.9629663072,40.957856,117.969396,河北省承德市双桥区府前路,-,河北省 承德市
39.934717397,119.5962505641,39.9358239444,119.6020226779,39.941747,119.608534,河北省秦皇岛市海港区文化路206,-,河北省 秦皇岛市
39.5365247894,116.6780709005,39.5376046762,116.6839556671,39.543367,116.690577,河北省廊坊市广阳区广阳道238号,-,河北省 廊坊市
38.873010118,115.4586524667,38.8739331373,115.4650039376,38.879989,115.47146,河北省保定市新市区东风西路105号,-,河北省 保定市
38.3037229637,116.8332455167,38.3042912937,116.8390390882,38.310215,116.84558,河北省沧州市运河区解放西路39号,-,河北省 沧州市
37.7382041118,115.663118622,37.7388361913,115.6689926597,37.745191,115.675402,河北省衡水市桃城区,-,河北省 衡水市
37.070117515,114.4990614252,37.0706268651,114.5050105648,37.076685,114.511459,河北省邢台市桥东区红星街139号,-,河北省 邢台市
36.6255057093,114.5332793418,36.6255961254,114.5390192691,36.631263,114.54563,河北省邯郸市邯郸县联通北路3号,-,河北省 邯郸市
37.8701324671,112.5437150641,37.8706702723,112.5500289841,37.87699,112.556396,山西省太原市杏花岭区新建路69,-,山西省 太原市
40.0752143772,113.2929418393,40.0764048652,113.2999477692,40.08247,113.306436,山西省大同市城区迎宾西路5号,-,山西省 大同市
39.3296127776,112.4261524174,39.330782905,112.4330188725,39.33711,112.439374,山西省朔州市朔城区市府西街3号,-,山西省 朔州市
37.856169679,113.5745911295,37.8566822152,113.581001609,37.862362,113.587615,山西省阳泉市城区南大街29号,-,山西省 阳泉市
35.4910271392,112.8458744486,35.4906340363,112.852000614,35.496284,112.858577,山西省晋城市城区凤台西街289号,-,山西省 晋城市
38.416127061,112.7274281931,38.4166987317,112.7339835119,38.422382,112.74062,山西省忻州市忻府区长征东街21号,-,山西省 忻州市
37.5176506097,111.137608868,37.518442093,111.1439817966,37.524499,111.150449,山西省吕梁市离石区永宁中路59,-,山西省 吕梁市
37.6863728473,112.746522575,37.6870563855,112.7530135208,37.692841,112.759593,山西省晋中市榆次区羊毫街114号,-,山西省 晋中市
36.0881207634,111.5127428082,36.0880167114,111.5189816264,36.093743,111.525527,山西省临汾市尧都区市府街,-,山西省 临汾市
35.0271532901,111.0012171119,35.0263800833,111.0069731324,35.032706,111.013385,山西省运城市盐湖区河东街248,-,山西省 运城市
41.6751788769,123.4586068212,41.6775510644,123.4646793424,41.68383,123.471095,辽宁省沈阳市东陵区,-,辽宁省 沈阳市
41.5714193018,120.4453377788,41.5737149063,120.4510347907,41.579822,120.457496,辽宁省朝阳市双塔区朝阳大街3段-7号,-,辽宁省 朝阳市
42.0195442235,121.6645979081,42.0216444348,121.6699891482,42.028022,121.676407,辽宁省阜新市细河区中华路45-6,-,辽宁省 阜新市
42.2213743033,123.7199937856,42.2235870737,123.725991205,42.22995,123.732367,辽宁省铁岭市铁岭县金沙江路28号,-,辽宁省 铁岭市
41.4848759436,123.6801768079,41.4869778215,123.6859811082,41.492915,123.69251,辽宁省本溪市溪湖区,-,辽宁省 本溪市
41.265733,123.2312603776,41.2678016734,123.2370003049,41.274162,123.243366,辽宁省辽阳市太子河区,-,辽宁省 辽阳市
41.1067826452,122.9895166894,41.108670145,122.9949669381,41.115052,123.001371,辽宁省鞍山市铁东区胜利南路36号,-,辽宁省 鞍山市
39.9989693294,124.3492306826,40.0004938933,124.3549813387,40.006408,124.36155,辽宁省丹东市振兴区,-,辽宁省 丹东市
38.9125202467,121.6100502809,38.9132883015,121.6149855454,38.918953,121.621628,辽宁省大连市西岗区人民广场1号,-,辽宁省 大连市
40.6658290934,122.2298228795,40.6673917211,122.2350049073,40.673138,122.241575,辽宁省营口市站前区渤海大街西1号,-,辽宁省 营口市
41.1178855609,122.0654758276,41.1199667448,122.0709582628,41.125874,122.077491,辽宁省盘锦市兴隆台区市府大街18,-,辽宁省 盘锦市
40.709537702,120.8318011848,40.7110056342,120.8369993059,40.717363,120.843399,辽宁省葫芦岛市龙港区龙湾大街15号,-,辽宁省 葫芦岛市
43.8137806729,125.3174928527,43.8162194637,125.3239730697,43.821954,125.330606,吉林省长春市南关区人民大街10111号,-,吉林省 长春市
45.6176656383,122.8331646596,45.6195866031,122.8390440618,45.625506,122.845587,吉林省白城市洮北区文化东路1号,-,吉林省 白城市
45.1393391081,124.818684067,45.1413332078,124.824997987,45.147403,124.83148,吉林省松原市宁江区沿江东路189号,-,吉林省 松原市
43.8355543146,126.5433320589,43.8378220205,126.5490397997,43.843566,126.555634,吉林省吉林市船营区松江路65号,-,吉林省 吉林市
42.8852365268,125.1375972801,42.8877640699,125.1440131241,42.894055,125.150423,吉林省辽源市龙山区人民大街215号,-,吉林省 辽源市
41.7260116266,125.9343455436,41.7281617566,125.9399942758,41.733816,125.94661,吉林省通化市东昌区新华大街485号,-,吉林省 通化市
41.9314713172,126.4171368505,41.9339815577,126.4230055238,41.939629,126.429628,吉林省白山市浑江区铁北街28-1号,-,吉林省 白山市
42.9067775192,129.4639359316,42.9093706237,129.4710330567,42.915743,129.477372,吉林省延边朝鲜族自治州延吉市公园路2799,-,吉林省 延边朝鲜族自治州
45.8011998452,126.528928686,45.8032156068,126.5350173005,45.808824,126.541611,黑龙江省哈尔滨市松北区世纪大道1号,-,黑龙江省 哈尔滨市
47.3521826734,123.9114363984,47.3542252174,123.9179809884,47.359978,123.924569,黑龙江省齐齐哈尔市建华区新明街27号,-,黑龙江省 齐齐哈尔市
50.2435091177,127.5217780338,50.2451730935,127.5290897356,50.251273,127.535487,黑龙江省黑河市爱辉区王肃街,-,黑龙江省 黑河市
47.7251079024,128.8339790167,47.7274031347,128.8410546842,47.733319,128.847544,黑龙江省伊春市伊春区,-,黑龙江省 伊春市
47.3474651085,130.2901571461,47.3498965264,130.2979945608,47.356056,130.304433,黑龙江省鹤岗市向阳区友谊路,-,黑龙江省 鹤岗市
46.7971013124,130.3131827403,46.7993156015,130.3209665109,46.805691,130.327358,黑龙江省佳木斯市佳木斯市长安路2666号,-,黑龙江省 佳木斯市
46.6446027922,131.1508753649,46.6468457552,131.1590078226,46.653185,131.165342,黑龙江省双鸭山市尖山区新兴大街195号,-,黑龙江省 双鸭山市
45.7681224718,130.9973244096,45.7703189228,131.0049847985,45.7763,131.011544,黑龙江省七台河市桃山区大同街31号,-,黑龙江省 七台河市
45.2930885606,130.9615135953,45.2952359081,130.9689486787,45.300874,130.97562,黑龙江省鸡西市鸡冠区红旗路18号,-,黑龙江省 鸡西市
44.5484119608,129.625900237,44.5503654253,129.6329651755,44.556247,129.639544,黑龙江省牡丹江市东安区兴隆街,-,黑龙江省 牡丹江市
46.5858700332,125.094955959,46.587979062,125.1020101687,46.593635,125.108661,黑龙江省大庆市萨尔图区东风路28号,-,黑龙江省 大庆市
46.6518792443,126.9626341289,46.653771976,126.9689426845,46.660032,126.975358,黑龙江省绥化市北林区迎宾路2号,-,黑龙江省 绥化市
50.4126943621,124.1386979463,50.4143934192,124.1462939622,50.420027,124.152927,内蒙古自治区呼伦贝尔市鄂伦春自治旗,-,黑龙江省 大兴安岭地区
43.1635391214,124.3437500886,43.1661021188,124.349940627,43.171995,124.356483,吉林省四平市铁西区市府路2号,-,吉林省 四平市
41.8774571778,123.9522309085,41.8795819763,123.9579762002,41.885968,123.964373,辽宁省抚顺市顺城区临江东路,-,辽宁省 抚顺市
41.0931379167,121.1203453138,41.0951877083,121.1259994104,41.100933,121.132599,辽宁省锦州市太和区市府路66号,-,辽宁省 锦州市
36.1953123596,113.1093290096,36.1954855364,113.1159969812,36.201267,113.122562,山西省长治市城区英雄中路87,-,山西省 长治市
39.6289968309,118.1737491624,39.6303147873,118.1800416248,39.636585,118.186463,河北省唐山市路北区西山道3号,-,河北省 唐山市
32.0603617958,118.7907996424,32.0583068428,118.7959977635,32.064652,118.802422,江苏省南京市玄武区北京东路42-2号,-,江苏省 南京市
34.2082085551,117.2782382205,34.2069175878,117.2839727834,34.212666,117.290574,江苏省徐州市云龙区昆仑大道1号,-,江苏省 徐州市
34.5976105299,119.2164668635,34.596590509,119.2220029429,34.602249,119.228623,江苏省连云港市新浦区朝阳东路69号,-,江苏省 连云港市
33.9633352964,118.2694875722,33.9619872768,118.2749861007,33.96775,118.281575,江苏省宿迁市宿城区南河路1,-,江苏省 宿迁市
33.6115909198,119.0095511085,33.6101748371,119.0149638063,33.616295,119.021483,江苏省淮安市清河区健康西路64号,-,江苏省 淮安市
33.3507739619,120.1560114177,33.3493625824,120.1609788688,33.355101,120.167541,江苏省盐城市亭湖区世纪大道357号,-,江苏省 盐城市
32.3963012259,119.4075035549,32.3944305941,119.4129859901,32.400676,119.419423,江苏省扬州市邗江区文昌西路118,-,江苏省 扬州市
32.4571434762,119.9182596381,32.4549210278,119.9229910548,32.460675,119.929571,江苏省泰州市海陵区凤凰东路58号9楼,-,江苏省 泰州市
31.9830611593,120.8907837439,31.9808954382,120.8950001765,31.986549,120.901591,江苏省南通市崇川区世纪大道6号,-,江苏省 南通市
32.1904948238,119.4185353589,32.1886289334,119.423990972,32.194717,119.43049,江苏省镇江市润州区,-,江苏省 镇江市
31.8117500319,119.9702449619,31.8096897058,119.9749710142,31.815796,119.981484,江苏省常州市新北区龙城大道1280号,-,江苏省 常州市
31.4949543558,120.3074001161,31.4930607345,120.3119974224,31.49881,120.318582,江苏省无锡市滨湖区观山路,-,江苏省 无锡市
31.2994991173,120.5818049003,31.2973264306,120.5859891464,31.303565,120.592412,江苏省苏州市姑苏区三香路985号,-,江苏省 苏州市
30.2494153927,120.2044815102,30.2469964281,120.2090251722,30.253082,120.21551,浙江省杭州市江干区,-,浙江省 杭州市
30.8950975113,120.0831137141,30.8930537491,120.0879792413,30.898964,120.094518,浙江省湖州市吴兴区仁皇山路,-,浙江省 湖州市
30.7473413022,120.7526834145,30.7450453876,120.7569964066,30.750974,120.763549,浙江省嘉兴市南湖区广场路1号,-,浙江省 嘉兴市
29.9875469699,122.2028301266,29.9851634456,122.2070090082,29.990911,122.213557,浙江省舟山市定海区海天大道681号,-,浙江省 舟山市
29.8630445108,121.6201646436,29.8604208633,121.6242576946,29.866069,121.630844,浙江省宁波市江东区,-,浙江省 宁波市
30.0327510816,120.5749318967,30.0301226284,120.5790142188,30.03637,120.585477,浙江省绍兴市越城区曲屯路157,-,浙江省 绍兴市
